"分類","標題","URL","內文","內部連結"
"【    出國事宜      】","◇ [問題] 要去奧捷匈三國的錢要怎樣帶","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1121702090.A.8B7.html","第一次去歐洲半自助冒險
但是光再簽證上就花了五千多
最讓我頭昏的是
這三國的貨幣都不同啊
怎麼換會比較方便呢?

路線是  匈牙利→捷克→奧地利

--

◆ From: 220.141.128.21




作者: cypres (無腦洪中去死吧幹) 看板: EuropeTravel
標題: Re: [問題] 要去奧地利、捷克、匈牙利三國的錢要ꬠ…
時間: Fri Jul 15 00:54:13 2005



匈牙利的福林跟捷克的克朗在台灣好像都換不到吧
就先換成歐元吧
我去年5月底去的  匈牙利和捷克都剛加入歐盟
歐元在這兩國有些商家甚至是民宿主人也都肯收了

況且...現在歐元正便宜...
當然就先換歐元啦....
跟去年歐元差好多...orz


--

        
http://www.wretch.cc/album/cypres


        陸續增加的東歐旅遊照片～～～


--

◆ From: 210.209.162.18



作者: zug (火車) 看板: EuropeTravel
標題: Re: [問題] 要去奧地利、捷克、匈牙利三國的錢要ꬠ…
時間: Fri Jul 15 20:44:25 2005

我上月去捷克，在捷克布拉格、布爾諾...等大城，到處都有換錢的地方，
在布拉格，更是三五步就一家，有寫CHANGE的都可以換，可以用美金換克朗，
也可以用歐元換，有些商家也接受歐元。
換錢時，記得多比較，找匯率比較漂亮的，重要的是，看清楚要不要手續費。
照片請參考
http://www.wretch.cc/album/show.php?i=zug&b=10&f=1119372400&p=34

你去這三個國家，帶歐元應該會比較好用。
祝旅途愉快。



--

◆ From: 220.130.1.188



作者: Sylvain (十二樓) 看板: EuropeTravel
標題: Re: [問題] 要去奧地利、捷克、匈牙利三國的錢要ꬠ…
時間: Sat Jul 16 01:12:13 2005

在台灣先換歐元是一定的，不需要換美金
有些商家雖然接受歐元，但是換算起來價格一定比用克朗/福林貴
所以盡量換成當地貨幣也是必要的

找匯兌時要注意一些常見的陷阱
是否需要手續費（commission）？
是否要達一定金額才有比較好的匯率？
招牌上寫得大大的數字是買入或賣出？
建議是直接跟他問說你有XX歐元，可以換到多少克朗/福林
貨比三家才不吃虧，但是總惦記著哪家匯率最好，實在費時且費心

這種時候ATM提款就是最方便的選擇了
只要你的提款卡上有Cirrus的標誌
就可以在國外直接提領當地貨幣（以當日匯率計算）
手續費的部分各家銀行略有不同，整體而言這樣提領不見得會比較不划算

另外也請注意你入境的時間
如果是週末、或比較晚的話
要找到能匯兌的地方還不大容易哩
這種時候ATM提款也是比較方便的選擇

還有初入境時，如機場/火車站的匯率都很差
除了選擇小額先換一部份，亦可考慮直接用ATM一次提領大量當地貨幣



--
我的個人網站【Sylvain/十二樓】
http://uuu.to/floor

捷匈旅遊相簿【藍色．啤酒．海】
http://bb.1asphost.com/sylvain12f/2004eeur/


--

◆ From: 203.204.3.152","http://www.wretch.cc/album/cypres|http://www.wretch.cc/album/show.php?i=zug&b=10&f=1119372400&p=34|http://uuu.to/floor|http://bb.1asphost.com/sylvain12f/2004eeur/"
"【    出國事宜      】","◇ 這是一個旅遊網站","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1121876717.A.A51.html","http://www.virtualtourist.com/

我覺得還不錯
ps除歐洲外``其他洲也有介紹

--
死生契闊，與子成說！
執子之手：與子偕老！
于嗟闊兮，下我活兮！
干嗟洵兮，不我信兮！

                    詩經 邶風 擊鼓

--

◆ From: 210.85.183.134","http://www.virtualtourist.com/"
"【    出國事宜      】","◇ 買東西記得要多注意點","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1121877037.A.C6D.html","今年暑假剛從歐洲回來
因為要幫朋友買伯肯鞋，所以在德國停留的時間便時時注意有沒有伯肯鞋的店，
最後在Titisee提提湖的湖岸看找到一家紀念品店，

大概是因為華人旅遊團很多吧，紀念品店裡有中國銷售員，
我買了兩雙鞋，一雙幫別人買一雙自己留著，心想既然幫別人買，
就用刷卡付帳好了，這樣回去有台幣的帳單比較好處理，
而且我心想既然是說中文就不怕會出差錯，
便當場以一雙付現一雙刷卡的方式付了帳，
簽名的時候我看到receipt上寫著cash DM69 visa DM79
心想沒有問題便簽了名，並且要了tax free，快樂的繼續踏上旅程。

回到台灣的時候，因為我有對帳的習慣，赫然發現我在titisee刷卡的金額，
並不是DM79，而是DM148，也就是我不只付了現金DM69外，還用刷卡付了148元！！

我因為陰錯陽差沒有退到稅，便就著收據上寫的email信箱寫了封信回去問，
第一次對方回信時要求我把所有帳單及收據寄回去，她們才能確認。
因此我開始向刷卡銀行申請我的帳單，打算收到了之後再一併寄過去，
在她們回信後的第四天，又有了一封信件，
可是這一次她們的態度開始有點推卸責任，她們的口氣就把責任推到信用卡公司頭上，
並且一副如果我不馬上寄回我的收據她們便不處理的口氣。

到底搞不搞的清楚狀況啊！
航空郵件有可能四天就寄到啊？！
而且我已經說明了我一拿到帳單就會把資料寄過去，
沒想到對方的態度竟然反來責怪我，
的確，簽名的時候我沒有做再三的確認是我的問題，
但是也不用擺了一副我是去騙錢的態度來回應啊！
況且此間紀念品店可以說是titisee最大而且最有名的咕咕鐘店耶！
竟然用此種方式騙顧客的錢。

大家在國外消費一定要多加注意，
如果有人要去titisee的話，在這家商店消費時可要多多注意。

Drubba Family
Seestrasse 37-41.
D-79822 Titisee

也就是在Titisee舊市區商店街底端的那一家大咕咕鐘店，
小心受騙上當還要受氣喔！


--

◆ From: 140.112.225.108",""
"【    出國事宜      】","◇ 請問有關歐洲鐵路聯票","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1121878011.A.5E3.html","我在自助旅行協會所附上的歐洲鐵路連接中，

        (
http://www.gobytrain.com.tw/railpass/eurotravel/)


        在使用說明看到一個叫做""7:00PM rule""的，

        上面寫說""不適用於搭乘晚間7點後出發的直達過夜車的規定。""

        它的意思是說買這樣的火車票，晚上7點之後是不能搭乘的.. 是此意思嗎？

        這邊的""過夜車""有什麼特別的意思嗎？

        有誰有經驗的可以麻煩回答一下嗎？ 非常感謝!!

--

◆ From: 140.112.30.41



作者: Jah (儘管來吧) 看板: EuropeTravel
標題: Re: 請問有關歐洲鐵路聯票
時間: Mon Jun 27 04:44:59 2005



晚上七點後當然可以用呀

但是如果你是搭晚間七點後，且隔日到達的夜車，
就要填隔日的日期，而不是當日的。

--

◆ From: 140.112.231.88","http://www.gobytrain.com.tw/railpass/eurotravel/)"
"【    出國事宜      】","◇ 高雄辦簽證的問題","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1121878080.A.54F.html","我建議你找全省連鎖的旅行社
她們比較會願意幫你辦
通常都是加個200-300的手續費吧
我推薦幾家你問問看
東南旅行社  高雄分公司  (07)285-5355  高雄市中正四路118號3樓
鳳凰旅遊    高雄分公司   07-3350017   高雄市三多四路110號17樓之3
雄獅旅行社  高雄分公司   07-213-7799  高雄市中正四路211號18樓之1
金龍旅遊    高雄分公司  (07) 272-5032 高雄市中正四路139號4樓


如果你還是問不到
你可以上足跡百羅的網站

http://www.zuji.com.tw/blid/12843508-1118817302876/doc/information/visa.htm

上面都有報價了
不會拒絕你的
德國申根是1900元
英國是2900元
不過你可能還要看看如何送件以及取件...

或是ezfly網站也有提供這種服務

http://intl.ezfly.com/visa/Pvisa/


給你參考看看囉

--

◆ From: 218.170.166.246



作者: cheryjj (ff) 看板: EuropeTravel
標題: Re: 高雄辦簽證的問題
時間: Tue Jun 28 20:49:45 2005




　我後來找到東南願意幫我辦了
  英簽3200  德國申根1900

  鳳凰我也打去問過了 不過鳳凰旅行社不願意只幫忙辦簽證

  雄獅我也問過了 同樣也是沒有再幫忙只辦簽證

  謝謝你熱心的回答 ^^


--

◆ From: 218.169.220.150","http://www.zuji.com.tw/blid/12843508-1118817302876/doc/information/visa.htm|http://intl.ezfly.com/visa/Pvisa/"
"【    出國事宜      】","◇ IBIS","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1123426327.A.CCE.html","IBIS是Accord連鎖旅館集團的一個品牌,定位在2~3星之間.
   房價約70~120歐元(視城市,地點,淡旺季而定),
   在一個都市裡也有好幾家可以選.
   Mecure就高級一些,地點也比較好(市中心,離地鐵站近一點)
   Etap就低一級,房價約50~80歐元,但離市中心遠一些.

  這是它的網站,可以依地點搜尋
  
http://www.accorhotels.com/accorhotels/index.html


--

◆ From: 221.169.0.132","http://www.accorhotels.com/accorhotels/index.html"
"【    出國事宜      】","◇ 歐洲內陸便宜機票--EasyJest","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1126219153.A.E03.html","在歐洲旅遊，誰說一定要坐火車？

在好友Joanne文章中介紹一家英國的航空公司easyJet

http://www.wretch.cc/blog/globalworm&article_id=1950974

在這家航空公司，飛歐洲內陸城市，有歐洲七十個城市的點、兩百多條航線供君選擇。

網站上還有相關easy集團配套的旅館，重點是價格十分實惠！

在Joanne文中提到，
""瑞士巴塞爾Basel於年前被easyJet航空公司相中為其一停留點，
今年又於此城經營easyHotel。
旅館共有24間房間，均為雙人房，最便宜的房間為24法郎
瑞士一般房價介於55-120(55法郎限於青年旅館...)。""

重點是如果你要選擇這家easyJet航空公司訂票，就得早早計畫好，兩三個月前訂購，
才有真正撿到便宜，可以在其官方網路上試試查詢價位。

官方網站
http://www.easyjet.com/en/book/index.asp



 Easy Jet的訂票方式----該網站上選擇出發地點、目的地、日期，然後螢幕上將會出
現一連串符合剛設訂條件的航班。選擇好航班，做確認動作，再輸入信用卡資料付款即
可。然後會取得一訂票代號，只要將該代號列印出來，出發時再拿到機場的航空櫃檯，
就可直接辦理登機。 當然機上也是不提供餐點。


--
我的歐洲旅遊網誌 
http://www.wretch.cc/blog/jessup

個人新聞台 
http://mypaper.pchome.com.tw/news/jessup


--

◆ From: 218.174.157.198



作者: oekonux (Tux & Lars) 看板: EuropeTravel
標題: Re: 歐洲內陸便宜機票--EasyJest
時間: Fri Sep  9 22:33:57 2005

這種低價網路訂票的航空公司歐洲太多了,

see 
http://www.skyscanner.net
 (會幫你整理出最便宜的價錢)
還有 
http://www.transavia.com/
 (KLM 的分公司)
還有 
http://www.ryanair.com
 (比 Easyjet 還便宜)

--
Smile, though your heart is aching              微笑吧，儘管你心在痛
Smile, even though it's breaking                微笑吧，雖然你心碎了
When there're clouds in the sky                 當天際佈滿烏雲
You can find                                    若是你微笑面對恐懼悲傷
If you smile                                    也許明天
Through your fear and sorrow                    會看到陽光

--

◆ From: 130.37.54.55","http://www.wretch.cc/blog/globalworm&article_id=1950974|http://www.easyjet.com/en/book/index.asp|http://www.wretch.cc/blog/jessup|http://mypaper.pchome.com.tw/news/jessup|https://www.skyscanner.net|http://www.transavia.com/|http://www.ryanair.com"
"【    出國事宜      】","◇ [問題] 歐盟國轉帳問題","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1127918870.A.180.html","只要知道要匯款戶頭的IBAN與BICIBAN (International Bank Account Number)
BIC (Bank Identifier Code)
從荷蘭匯款至法國，是比照荷蘭國內匯款收費標準
所以大部分的情況下，應該是比台灣匯過去划算
也不必考慮匯率波動

這個網頁可以找到IBAN與BIC的說明

http://www.ubs.com/1/e/ubs_ch/bb_ch/payment_services/abroad/iban_bic.html


必須注意的是
如果沒有填妥IBAN與BIC
除了匯款的時間會變長，也可能被收取更多的手續費(因為需要人工處理)

另外如果兩銀行沒有直接的聯繫(譬如地區性的小銀行，歐洲這樣的銀行不少)
也有可能在國際匯款時被收取收續費，開戶時都要小心問清楚
開戶選全國性的大銀行基本上不會錯，而且學生一般都不需要繳交活儲戶頭的費用




--

◆ From: 216.132.124.79","http://www.ubs.com/1/e/ubs_ch/bb_ch/payment_services/abroad/iban_bic.html"
"【    出國事宜      】","◇ [問題] 歐洲內陸機票","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1129944759.A.E7A.html","http://www.opodo.co.uk/opodo/StrutsServlet/Home?locale=en_GB


這個網頁是英文版的  報價是英鎊

還有德文版跟法文版  報價是歐元

建議你如果要買票又看不懂德文跟法文

就先看一下英文版的

然後再去德文或法文版購票

英鎊跟歐元對台幣  用歐元還是比較划算一點

另外可以選擇直飛還是有轉機的班機

看你的需求和預算囉

這個網站多半都是大型航空公司的航班

很詳細  選擇又多

不過當然價格也是比起那種超優惠小家航空公司貴一點

希望你合用!

--

◆ From: 61.230.49.108","http://www.opodo.co.uk/opodo/StrutsServlet/Home?locale=en_GB"
"【    出國事宜      】","◇ [心得] 給想來德國自助旅行的人","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1134658618.A.A89.html","在德國待了快十個月了,跟大家分享一些德國自助旅行的規劃方法:

  (1)機票購買:

  基本上不介意價錢的人,可選擇華航直飛法蘭克福,倘若是學生,你可以先去辦一張

  國際學生證(在德國參觀博物館可打對折),再去購買華航的學生票,除了托運行李

  可由20 kg增加至35 kg以外,更可省下原機票約1~2000元價差.

  若是想找便宜機票的人,就要有轉機的打算了,一般可由下面這個網站找到最便宜

  的機票 
http://www.easyfly.com.tw/
 (選上面的""全球票價""去查詢).

  (2)VISA:

  現在辦理德國VISA可能會需要邀請函或是住宿行程表,也必須附上財力證明,若有

  朋友在德國就好辦,只需請其寫封英文邀請信即可.

  (3)旅館:

  住宿最便宜還是首推青年旅館,建議你先在台灣辦一張Hostelling International

  Card,如此可有折扣優待,一般六人或八人房一晚20 Euro不等,有些是男女一間,

  室友的好壞就只能靠運氣了~旅遊旺季時記得要事先預約!

  若是經濟充裕可選擇1~2星級的簡單旅館,單人房約50 Euro附自助式早餐,查詢旅館

  的網站可參考以下:

  
http://www.bookings.org/country/de.html
 (有中文)

  
http://www.hotel.de/
 (有英文)

  若是會說一點德語的人,可考慮住南德的民宿,除了價錢便宜(30~40 Euro,一人),

  早餐更是豐富到不行,運氣好主人還會當個免費導遊,開車帶你去兜風喔~

  (4)火車票:

  來德國一定要學會善用德國火車通行證,價錢便宜且使用方便,購買時注意填寫

  自己的護照英文名字,到德國後至DB(德鐵任何櫃臺)請他們幫你蓋章開票,即可

  使用,相關方法在台灣購買時可再詢問清楚.

  
http://ad.europetravel.com.tw/train/Germany-train.htm


  (ps.據說文康旅行社不收手續費6美金)

  當然,若想省錢的人還是有其他方法的!!上述的車票價錢大約是一天25 Euro,

  可一整天不限旅程搭乘快車(ICE EC)或慢車(RE RB),但若是當天行程較短,或是

  只需坐慢車即可到達的地方,加上若是兩人以上同行,可建議你在車站直接購買

  邦票或是歡樂週末票,前者是一種可供五人同行,限當日坐慢車不限里程的票

  (約27 Euro),但若有跨邦者則不可使用邦票.後者為30 Euro,條件相同但可在

  德國全境內使用,不受邦界限制,但只有週六與週日可購買.當然你也可以自行

  在購票機直接買點對點的車票,若不會購買可請路人教你,而票價可用以下網站

  查詢,想用最便宜的票價旅行,就得自己多花點時間來計算了.

  
http://reiseauskunft.bahn.de/bin/query.exe/en


  (5)行程規劃:

  簡單來說,規劃行程請各位買這本書: 世界自由行14德國 精英出版社,這本書

  應該是市面上最好的德國旅遊書,有城市地圖,鐵路路線,各種資訊介紹等等...

  相信花點時間閱讀後,很快你就會自己安排出一條適合自己的旅遊路線,之後再

  配合上面的網站(上五行),輸入當日兩點旅遊城市的名稱後,便可得到車次時間,

  搭車月台,票價,甚至是轉車等資訊,這是在德國自助旅行前自己規劃路程的最好

  方式!!

  (6)補充:

  問路: 用英語時,盡量找年輕人詢問,或是一些打扮體面又面善的女士或先生.

  用餐: 簡餐可選擇路邊隨處可見的Duener(沙威瑪;發音大概是~ㄉ一‧ㄩ‧呢),

        一個不超過3 Euro,或是去麵包店買麵包(2 Euro就可以吃飽了),飲料

        請自己去超市買,會便宜很多!! 若是不介意花錢的人,隨便找家餐廳,

        一般套餐價錢都是9~15 Euro之內,習慣是先點飲料,後點主餐.

  廁所: 盡量在火車上解決,路上只有速食店(要小費),或是部分餐廳用餐才有.

  都市資訊: 一般打www.都市名稱.de即可找到,除了有景點介紹,音樂會或歌劇

            訊息,也可找到便宜旅館的資訊喔.
  氣溫查詢: 
http://simplifiedchinese.wunderground.com
 (點地圖或輸入城市名)

  治安: 德國應該是全歐洲治安最好的地方,除了遇到光頭黨,西皮族與足球迷要

        閃遠點之外,就算是凌晨逛大街也沒問題.(ps.光頭黨就是納粹黨,請千萬

        要閃遠一點,因為他們認為外國人都是來搶德國人的工作,對我們非常不

        友善,在德東尤其要特別小心)

  哈啦: 剛來德國,你會發現德國人都很冷酷不愛說話,其實他們都很悶燒,只要你

        主動找他們聊天,他們立刻會變得跟小朋友一樣好奇,也對人非常友善~

        一般來說,前五分鐘你會受不了他們的英文怎麼這麼爛,但五分鐘過後,

        或許你會驚訝他們的英文進步是非常神速的~

  退稅: 德國有16叭左右的稅,買完東西後請記得說我要tax free,在機場可退稅.

  名產: 個人是覺得雙人牌或是WMF的刀具不錯,雖貴,但每把都是工匠手工打的.

  小費: 一般是給整數或加1 Euro不等,講法就是買單時,你直接講出要給的總價

        即可,例如11.2 Euro,你可說12 Euro pls.

  急救: 一樣是110

  小小雞巴的事: 在德國辦公或是買車票,有可能會遇到中年又不會講英文的德國人,

                這時他會給你不好的臉色,就請大家多多忍耐囉~

  以上 ...

--

◆ From: 137.226.69.28","http://www.easyfly.com.tw/|http://www.bookings.org/country/de.html|http://www.hotel.de/|http://ad.europetravel.com.tw/train/Germany-train.htm|http://reiseauskunft.bahn.de/bin/query.exe/en|http://simplifiedchinese.wunderground.com"
"【    出國事宜      】","◇ [心得] 關於英國鐵路","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1134995087.A.3A7.html","結束英國十四天的行程回台
上來分享一下
這次去搭英國鐵路
每次搭都有人會檢查車票
不會對護照
但會看車票日期
有倫敦有些車站
沒有車票  根本沒法進站搭車
這次還有遇上香港人買錯票
被盤問   且又被三個黑人查票員
抓下車  那香港人粉急   直說他的行程被延誤了
但查票人員  堅持要他下車  還打電話去他買車票的站
去查他說的是否屬實  問他到底是故意拿錯票
所以各位去英國 千萬要買齊車票的天數
要不真的會粉麻煩
希望有幫助啦


--

◆ From: 61.217.30.30



作者: hsiufen (hsifuen) 看板: EuropeTravel
標題: Re: [心得] 關於英國鐵路
時間: Mon Dec 19 20:49:17 2005

的確，我九月中到十一月中到英國兩個月自助行，買的是兩個月內任選8天的國鐵卷。

不論在大站或小站，絕對會有查票員驗票。

在大站，可能要入月台前就會被查票。

在小站，常常是沒有管制即可上火車，但記住，火車開動後，查票員就會開始驗票。

英國的查票員除了驗票，如果見你是外國人，通常會問你要去哪裡？

因為國鐵卷是只要填上日期即可，不會顯示起點及終點站，

他們也會怕你坐錯車，所以在得知你的目的地，

有時會告訴你該在哪裡下車或是轉車。

在英國，交通費很貴，通常坐巴士的票價會比火車票便宜一半。

強烈建議若是長程才坐火車，短程則可選擇巴士。



--

◆ From: 218.169.33.2",""
"【    出國事宜      】","◇ [問題] 義法機票","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1135090522.A.E87.html","http://voyages.kelkoo.fr/b/a/c_172201_billet_davion.html


你可以到這網站查查看

它提供法國各家網站對機票的報價


不過這行程 還是建議你

米蘭到巴黎搭Easyjet 巴黎到羅馬搭Ryanair

行程有異動的話花一下手續費更改

應該還是比大航空公司的""國際線單程票""便宜的多多


建議你還是出發前就先訂好

舉法國來說 國鐵SNCF能為你做的服務都已經在網路上了

你到了當地不會有額外的幫助

而且到國外用網路還要找網咖很麻煩

要不然就是在當地找旅行社 這也要看門路

每家旅行社經營的路線和配合的航空公司都不大相同

能不能拿到便宜的機票就要看運氣


以上 有賺p幣的嫌疑









--

◆ From: 82.228.47.117","http://voyages.kelkoo.fr/b/a/c_172201_billet_davion.html"
"【    出國事宜      】","◇ [問題] 歐洲旅行跟團","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1135697013.A.20A.html","價錢方面，應該算是貴很多
1999年暑假的法國鄉村之旅是76000（好像暑假多加2000）
而且餐點只供應早餐（旅館提供）
其它兩餐和參觀博物館之類的門票都要自理
但除此之外，不會有其它名目的隱藏團費（如：輔導員小費，司機要不要小費我忘了）
我覺得半自助或許是所有旅行方式裡最貴的
如果以一般旅館等級來說的話

品質的話...好像沒有什麼好不好的...
旅館大概就普通的旅館，不算挺好的，但也不錯

行程大致就是按照原訂的行程表，應該不太會臨時更改

輔導員不會干涉太多，所以不會有一般因為導遊機車，影響玩興的情形發生
不過相對的，如果沒做功課，輔導員也不會帶你去哪玩
（可能要看人，以及大家相處的情形，感覺上這不是輔導員份內的工作就是了）
但，出發前會有行程說明，會大致介紹景點狀況，一些注意事項
也會發一本上面有前人推薦的餐廳, 推薦的景點之類的小冊子

基本上大概就是這樣，自助旅行協會所安排的及可掌控的大概就是上述這些
我是覺得如果對旅館要求沒有非常高，品質上應該沒所謂好不好了
因為大部分都是自掌控，或行前已經知道的（如行程）
不太可能會有旅行中突然冒出來令人不愉快的事
（不過我也沒跟普通旅行團過，所以其實也無從比較，只是憑一般印象）

其它像司機的品質，遊覽車的品質
影響好像沒那麼大，而且大概也只能碰運氣..

我是覺得如果沒時間安排行程，一想到要拖著行李找旅館頭就大的人
但又想要享受一點自主旅行的樂趣，半自助算是不錯的選擇..
但價錢可能真的算貴的了
如果沒有把旅行中那份輕鬆無負擔（不用擔心旅館，不用拖行李)
及有些自主性的樂趣算進去的話
可能會覺得付出的成本大於享受到的品質

--

◆ From: 203.73.18.252",""
"【    出國事宜      】","◇ [心得] SNCF 網站購票與劃位","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1154075566.A.A8E.html","1.連至法國國鐵 SNCF 票務英文版網站 ( 
http://www.sncf.fr/indexe.htm
 )，
   選左邊的「Information Schedule and Booking」

 2.選下方的「Advanced search」，使用進階搜尋

 3.輸入起點、終點時，可只輸入部分文字再按下「or choose here」從選單中搜尋
   (建議全都採用此方法，因為系統設計似乎有問題，有時就算直接輸入的站名完全
    正確卻仍會搜尋不到任何結果，一定要從選單選的站名才有效果)。

   旁邊的轉車站也是如此，但方法稍不同：
     按下「via」，在輸入欄中先輸入部分字串、按下「confirm」，之後再點一次
     「via」，這次就會出現更完整的轉車站可選了，點選後按下「confirm」即完成

 4.若已有車票或使用 PASS 票券而只想要劃位時，
   在「票種」欄請選「1st/2nd Class Fixed Price seasion ticket」，
   這樣搜尋到的結果就會是不含票價而僅有劃位費

 5.若希望 SNCF 將車票寄到台灣，則取票地點選擇「China」
   (因為只有這個選項最接近…… 底下會提供不被對岸吃豆腐的對應方法)，
   若要在其他國家領票則依實際狀況來選

 6.全部輸入完成後按下「search now」，搜尋後會列出結果。
   (若突然跳到全是法文的頁面，請將瀏覽器跳回原頁再重按一次「search now」)

 7.從清單中選出想要搭乘的班次與票種，
   若列出的班次時間或車廂等級不對或列出太多結果，可在左上角重新篩選
   (但篩選功能有時會出問題，因此最好一開始就設定好)，

   按右下角的「See the following trains」會列出後面的班次。
   橘色或深藍色的是優惠票價，某些時間會跑出超低價的優惠票 (PREM) 來，
   通常是發車一兩個月前才有，越靠近搭車時間越難遇到，要搶要快。

   選好後按「choose this outward journey」

 8.某些列車會有特殊選項「Options」讓乘客挑選靠窗、靠走道座位，
   雙層列車可挑選要搭上層或下層，夜車則可選擇睡舖的種類；
   選項種類會依車廂等級而變動。
   若知道該班車的編號方式，也可以直接輸入車廂與包廂/座位/睡舖號碼。

   如果所要求的座位或睡舖已經客滿或其他因素而無法達成，
   就會出現如下圖的紅色警告文字

 9.在上一頁按下「choose this outward journey」後，系統會將挑選的班次放入
   購物清單內並合計票價，核對若有錯誤請按「Delete」刪除該項目。

   如果還想訂購別張車票則按「Another ticket」重複上面的步驟，
   否則就按「Confirm」準備結帳

 10.部分列車可網上列印車票，免去了等票寄到的時間與寄丟的風險，
    但若對電子車票不放心者仍可選擇實體車票；

    請據實輸入姓名、地址 、電子郵件信箱等資訊以便 SNCF 郵寄車票
    (電子車票僅須填入姓名與電子郵件信箱)。
    (中文地址英譯
     
http://www.post.gov.tw/post/internet/f_searchzone/index.jsp?ID=190103
 )

    輸入完成確認無誤後按下「Confirm」進入信用卡付款頁面，
    依序填妥各欄後按下「Confirm and pay for your order」即完成交易，
    SNCF 會立即向信用卡公司請款，因此填寫時請小心、並事先確認列車班次等
    資訊均無誤，以免之後產生不必要的麻煩

 11.若剛剛選擇郵寄實體車票，SNCF 會用國際信件將車票寄到家，
    而且每張票各別裝成一封。注意！是一般信件而非快遞，因此可能有遺失的風險

 12.之前說過，若希望 SNCF 將票寄到台灣，取票地點只有「China」這個選項
    比較接近，因為 SNCF 不像德國國鐵 DB 有提供「Taiwan」可選。
    這對於我等中華民國在台灣的人民來說似乎很不是滋味。

    所以可使用「偷吃步」：在地址的最後面、也就是「Town」欄位最後加上
    「TAIWAN REPUBLIC OF」或是「TAIWAN REP OF」，結果如上圖所示。

    不過，這幾張票大約是半個月才寄到，不知原本國際郵遞就需要這麼久
    還是地址有影響到……

 13.用實體車票搭車時，記得上車前要先用車站的打孔機將車票打上時間，
    否則上車被車掌抓到可會被罰款


 圖文版 
http://blog.pixnet.net/post/mstar/182077


--
 Sincerely,     日本自助旅行紀錄
 Wayne Su       
http://mstar.myweb.hinet.net/JPtour


 2006 九月  歐亞大陸鐵路橫貫之旅  「籌備中」
 香港
(蒙古)
(華沙)～柏林
科隆～
～蒙投～
～

 ～馬賽～尼斯～摩納哥
羅馬～
～米蘭
列支敦士登～
～伯恩～
～


--

◆ From: 61.229.29.141","http://www.sncf.fr/indexe.htm|http://www.post.gov.tw/post/internet/f_searchzone/index.jsp?ID=190103|http://blog.pixnet.net/post/mstar/182077|http://mstar.myweb.hinet.net/JPtour"
"【    出國事宜      】","◇ [心得] 捷克外事警察局","https://www.ptt.cc/man/EuropeTravel/D4FA/M.1302102885.A.858.html","因為鄙人前兩天在捷克被扒了
  所以去了外事警察局一遊

  簡單來說, 心得分享只有一個
  因為需要翻譯, 所以整個筆錄加上報告
  需要預留兩小時到兩小時半

  可以自己考慮值不值得/要不要報告當作紀念品

  我是中間還跟警察局請假去聽音樂會然後又回去繼續做筆錄啦
  很free的
  (大家通通搞到快要十一點)

  比較大的問題在, 其實可以不用馬上去警局
  但是因為筆錄會做到很細, 所以要考慮一下記憶力的問題

  還有, 警察局爆難找
  招牌很小,請抬頭向上看

  衷心期望大家都用不到  XD



--
  白茶花下，一步之遙寄相思
  三生石上，歲月相倚看繾綣
  一個時代遠去
  天地換了新顏，芳華付與流年

  驀然回首百年身，惟見千秋素光同

--

◆ From: 79.153.228.147",""
